matrix_representation	principal_component	component_number	feature_column	loading	absolute_loading	squared_loading	contribution_percent	antigen_target	assay_feature	feature_family
raw_log2_change	PC5	5	BPV__IgA2	-0.08040278977149964	0.08040278977149964	0.006464608603039968	0.6464608603039967	BPV	IgA2	binding_antibody_abundance
raw_log2_change	PC5	5	BPV__IgG	-0.04375657784354109	0.04375657784354109	0.0019146381045778709	0.1914638104577871	BPV	IgG	binding_antibody_abundance
raw_log2_change	PC5	5	BPV__IgG1	-0.16701115667572258	0.16701115667572258	0.027892726454162756	2.7892726454162755	BPV	IgG1	igg_subclass_architecture
raw_log2_change	PC5	5	BPV__IgG2	0.10823644745168809	0.10823644745168809	0.011715128556962037	1.1715128556962038	BPV	IgG2	igg_subclass_architecture
raw_log2_change	PC5	5	BPV__IgG3	-0.06221259799273454	0.06221259799273454	0.003870407349005598	0.3870407349005598	BPV	IgG3	igg_subclass_architecture
raw_log2_change	PC5	5	BPV__IgG4	-0.01718043277121148	0.01718043277121148	0.00029516727020611734	0.029516727020611734	BPV	IgG4	igg_subclass_architecture
raw_log2_change	PC5	5	BPV__IgM	0.18869652509965085	0.18869652509965085	0.035606378584683164	3.5606378584683163	BPV	IgM	binding_antibody_abundance
raw_log2_change	PC5	5	HPV16__ADCP	-0.22050285952040583	0.22050285952040583	0.04862151105667582	4.862151105667582	HPV16	ADCP	phagocytic_function
raw_log2_change	PC5	5	HPV16__FcgR2A	0.18596341799604632	0.18596341799604632	0.034582392832772244	3.458239283277224	HPV16	FcgR2A	fc_receptor_communication
raw_log2_change	PC5	5	HPV16__FcgR2B	0.11280407505173415	0.11280407505173415	0.01272475934827727	1.272475934827727	HPV16	FcgR2B	fc_receptor_communication
raw_log2_change	PC5	5	HPV16__FcgR3A	0.12880436091363862	0.12880436091363862	0.016590563390370874	1.6590563390370874	HPV16	FcgR3A	fc_receptor_communication
raw_log2_change	PC5	5	HPV16__IgA1	0.027057831464218043	0.027057831464218043	0.0007321262435460279	0.0732126243546028	HPV16	IgA1	binding_antibody_abundance
raw_log2_change	PC5	5	HPV16__IgA2	0.051050060153088044	0.051050060153088044	0.0026061086416339077	0.26061086416339074	HPV16	IgA2	binding_antibody_abundance
raw_log2_change	PC5	5	HPV16__IgG	0.04751197088925505	0.04751197088925505	0.0022573873777814195	0.22573873777814193	HPV16	IgG	binding_antibody_abundance
raw_log2_change	PC5	5	HPV16__IgG1	0.008672279189154614	0.008672279189154614	7.52084263346442e-05	0.00752084263346442	HPV16	IgG1	igg_subclass_architecture
raw_log2_change	PC5	5	HPV16__IgG2	0.04839905487327049	0.04839905487327049	0.002342468512625848	0.2342468512625848	HPV16	IgG2	igg_subclass_architecture
raw_log2_change	PC5	5	HPV16__IgG3	-0.17601662459079048	0.17601662459079048	0.03098185213233527	3.098185213233527	HPV16	IgG3	igg_subclass_architecture
raw_log2_change	PC5	5	HPV16__IgG4	-0.13067499744314406	0.13067499744314406	0.01707595495676571	1.7075954956765709	HPV16	IgG4	igg_subclass_architecture
raw_log2_change	PC5	5	HPV16__IgM	0.025448343893470858	0.025448343893470858	0.0006476182069203555	0.06476182069203555	HPV16	IgM	binding_antibody_abundance
raw_log2_change	PC5	5	HPV16__nAb	-0.06028086997118175	0.06028086997118175	0.003633783284482521	0.36337832844825213	HPV16	nAb	neutralization
raw_log2_change	PC5	5	HPV18__ADCP	-0.15773305289010833	0.15773305289010833	0.02487971597403371	2.487971597403371	HPV18	ADCP	phagocytic_function
raw_log2_change	PC5	5	HPV18__FcgR2A	0.17675200548454284	0.17675200548454284	0.03124127144280786	3.124127144280786	HPV18	FcgR2A	fc_receptor_communication
raw_log2_change	PC5	5	HPV18__FcgR2B	0.14987188980666183	0.14987188980666183	0.022461583354220185	2.2461583354220185	HPV18	FcgR2B	fc_receptor_communication
raw_log2_change	PC5	5	HPV18__FcgR3A	0.08235602652370896	0.08235602652370896	0.006782515104773855	0.6782515104773855	HPV18	FcgR3A	fc_receptor_communication
raw_log2_change	PC5	5	HPV18__IgA1	0.03864036488605764	0.03864036488605764	0.0014930777985276763	0.14930777985276764	HPV18	IgA1	binding_antibody_abundance
raw_log2_change	PC5	5	HPV18__IgA2	0.017268434258861775	0.017268434258861775	0.000298198821752631	0.0298198821752631	HPV18	IgA2	binding_antibody_abundance
raw_log2_change	PC5	5	HPV18__IgG	-0.041439765220298505	0.041439765220298505	0.0017172541415134616	0.17172541415134615	HPV18	IgG	binding_antibody_abundance
raw_log2_change	PC5	5	HPV18__IgG1	-0.10807937215657602	0.10807937215657602	0.01168115068575966	1.168115068575966	HPV18	IgG1	igg_subclass_architecture
raw_log2_change	PC5	5	HPV18__IgG2	-0.11647038992942813	0.11647038992942813	0.013565351730313032	1.356535173031303	HPV18	IgG2	igg_subclass_architecture
raw_log2_change	PC5	5	HPV18__IgG3	-0.04463038952736481	0.04463038952736481	0.0019918716693643145	0.19918716693643146	HPV18	IgG3	igg_subclass_architecture
raw_log2_change	PC5	5	HPV18__IgG4	-0.1102966242636279	0.1102966242636279	0.01216534532395191	1.216534532395191	HPV18	IgG4	igg_subclass_architecture
raw_log2_change	PC5	5	HPV18__IgM	0.13582219788135047	0.13582219788135047	0.018447669437320725	1.8447669437320724	HPV18	IgM	binding_antibody_abundance
raw_log2_change	PC5	5	HPV18__nAb	-0.08061774847475703	0.08061774847475703	0.006499221369139189	0.6499221369139189	HPV18	nAb	neutralization
raw_log2_change	PC5	5	HPV31__FcgR2A	0.03381447451718516	0.03381447451718516	0.0011434186868733646	0.11434186868733646	HPV31	FcgR2A	fc_receptor_communication
raw_log2_change	PC5	5	HPV31__FcgR2B	0.013193801631962982	0.013193801631962982	0.00017407640150358903	0.017407640150358904	HPV31	FcgR2B	fc_receptor_communication
raw_log2_change	PC5	5	HPV31__FcgR3A	-0.05169817068837722	0.05169817068837722	0.0026727008525245853	0.26727008525245854	HPV31	FcgR3A	fc_receptor_communication
raw_log2_change	PC5	5	HPV31__IgA1	0.11995977279679873	0.11995977279679873	0.014390347089459573	1.4390347089459572	HPV31	IgA1	binding_antibody_abundance
raw_log2_change	PC5	5	HPV31__IgA2	0.10434650919516175	0.10434650919516175	0.010888193981215976	1.0888193981215977	HPV31	IgA2	binding_antibody_abundance
raw_log2_change	PC5	5	HPV31__IgG	-0.03881932698473808	0.03881932698473808	0.0015069401475480138	0.15069401475480138	HPV31	IgG	binding_antibody_abundance
raw_log2_change	PC5	5	HPV31__IgG1	-0.05582759674064612	0.05582759674064612	0.003116720557836201	0.3116720557836201	HPV31	IgG1	igg_subclass_architecture
raw_log2_change	PC5	5	HPV31__IgG2	0.12434851695809847	0.12434851695809847	0.015462553669678502	1.5462553669678503	HPV31	IgG2	igg_subclass_architecture
raw_log2_change	PC5	5	HPV31__IgG3	-0.0930274602810036	0.0930274602810036	0.008654108366333702	0.8654108366333702	HPV31	IgG3	igg_subclass_architecture
raw_log2_change	PC5	5	HPV31__IgG4	0.032331665282331244	0.032331665282331244	0.0010453365799287036	0.10453365799287036	HPV31	IgG4	igg_subclass_architecture
raw_log2_change	PC5	5	HPV31__IgM	0.1467607266210388	0.1467607266210388	0.02153871087833529	2.153871087833529	HPV31	IgM	binding_antibody_abundance
raw_log2_change	PC5	5	HPV33__FcgR2A	0.07121387373527184	0.07121387373527184	0.005071415812383241	0.5071415812383241	HPV33	FcgR2A	fc_receptor_communication
raw_log2_change	PC5	5	HPV33__FcgR2B	0.22550117655520058	0.22550117655520058	0.05085078062777974	5.085078062777974	HPV33	FcgR2B	fc_receptor_communication
raw_log2_change	PC5	5	HPV33__FcgR3A	0.0268671404945312	0.0268671404945312	0.0007218432383528781	0.07218432383528782	HPV33	FcgR3A	fc_receptor_communication
raw_log2_change	PC5	5	HPV33__IgA1	0.14312873167127774	0.14312873167127774	0.020485833829828624	2.0485833829828626	HPV33	IgA1	binding_antibody_abundance
raw_log2_change	PC5	5	HPV33__IgA2	0.0940442048927484	0.0940442048927484	0.008844312473909242	0.8844312473909242	HPV33	IgA2	binding_antibody_abundance
raw_log2_change	PC5	5	HPV33__IgG	0.00129573987769335	0.00129573987769335	1.6789418306447776e-06	0.00016789418306447775	HPV33	IgG	binding_antibody_abundance
raw_log2_change	PC5	5	HPV33__IgG1	-0.045685708944175556	0.045685708944175556	0.0020871840017319225	0.20871840017319226	HPV33	IgG1	igg_subclass_architecture
raw_log2_change	PC5	5	HPV33__IgG2	0.06608024502780482	0.06608024502780482	0.004366598782934724	0.4366598782934724	HPV33	IgG2	igg_subclass_architecture
raw_log2_change	PC5	5	HPV33__IgG3	-0.05589761753420979	0.05589761753420979	0.003124543646000798	0.3124543646000798	HPV33	IgG3	igg_subclass_architecture
raw_log2_change	PC5	5	HPV33__IgG4	0.006718391991098417	0.006718391991098417	4.5136790946055345e-05	0.004513679094605535	HPV33	IgG4	igg_subclass_architecture
raw_log2_change	PC5	5	HPV33__IgM	0.19533571576540718	0.19533571576540718	0.03815604185358394	3.815604185358394	HPV33	IgM	binding_antibody_abundance
raw_log2_change	PC5	5	HPV45__FcgR2A	0.028628169041173865	0.028628169041173865	0.0008195720626500258	0.08195720626500258	HPV45	FcgR2A	fc_receptor_communication
raw_log2_change	PC5	5	HPV45__FcgR2B	-0.006165170273220818	0.006165170273220818	3.8009324497805655e-05	0.0038009324497805656	HPV45	FcgR2B	fc_receptor_communication
raw_log2_change	PC5	5	HPV45__FcgR3A	-0.0168959482799708	0.0168959482799708	0.00028547306827944824	0.028547306827944825	HPV45	FcgR3A	fc_receptor_communication
raw_log2_change	PC5	5	HPV45__IgA1	0.12950671802831756	0.12950671802831756	0.016771990014466154	1.6771990014466154	HPV45	IgA1	binding_antibody_abundance
raw_log2_change	PC5	5	HPV45__IgA2	-0.02979593965821266	0.02979593965821266	0.0008877980201158498	0.08877980201158499	HPV45	IgA2	binding_antibody_abundance
raw_log2_change	PC5	5	HPV45__IgG	-0.042576467578534276	0.042576467578534276	0.0018127555914659802	0.18127555914659801	HPV45	IgG	binding_antibody_abundance
raw_log2_change	PC5	5	HPV45__IgG1	-0.03645126123305441	0.03645126123305441	0.001328694445480375	0.1328694445480375	HPV45	IgG1	igg_subclass_architecture
raw_log2_change	PC5	5	HPV45__IgG2	0.20696360535327105	0.20696360535327105	0.04283393394082453	4.283393394082453	HPV45	IgG2	igg_subclass_architecture
raw_log2_change	PC5	5	HPV45__IgG3	-0.05794714640300516	0.05794714640300516	0.003357871776251314	0.33578717762513144	HPV45	IgG3	igg_subclass_architecture
raw_log2_change	PC5	5	HPV45__IgG4	0.11174118705193359	0.11174118705193359	0.01248609288377521	1.248609288377521	HPV45	IgG4	igg_subclass_architecture
raw_log2_change	PC5	5	HPV45__IgM	0.261189205989559	0.261189205989559	0.0682198013254563	6.8219801325456295	HPV45	IgM	binding_antibody_abundance
raw_log2_change	PC5	5	HPV52__FcgR2A	0.013877376613243286	0.013877376613243286	0.0001925815816657917	0.019258158166579168	HPV52	FcgR2A	fc_receptor_communication
raw_log2_change	PC5	5	HPV52__FcgR2B	0.02881423679745448	0.02881423679745448	0.0008302602422197799	0.083026024221978	HPV52	FcgR2B	fc_receptor_communication
raw_log2_change	PC5	5	HPV52__FcgR3A	0.02757115741860144	0.02757115741860144	0.0007601687214013013	0.07601687214013013	HPV52	FcgR3A	fc_receptor_communication
raw_log2_change	PC5	5	HPV52__IgA1	-0.008329456021894612	0.008329456021894612	6.93798376206764e-05	0.006937983762067641	HPV52	IgA1	binding_antibody_abundance
raw_log2_change	PC5	5	HPV52__IgA2	-8.543781758652405e-05	8.543781758652405e-05	7.299620673948158e-09	7.299620673948159e-07	HPV52	IgA2	binding_antibody_abundance
raw_log2_change	PC5	5	HPV52__IgG	0.021023267551401346	0.021023267551401346	0.0004419777785378048	0.04419777785378048	HPV52	IgG	binding_antibody_abundance
raw_log2_change	PC5	5	HPV52__IgG1	0.010206251330395908	0.010206251330395908	0.00010416756621920825	0.010416756621920825	HPV52	IgG1	igg_subclass_architecture
raw_log2_change	PC5	5	HPV52__IgG2	0.21323265218615856	0.21323265218615856	0.04546816395834327	4.546816395834327	HPV52	IgG2	igg_subclass_architecture
raw_log2_change	PC5	5	HPV52__IgG3	-0.006894896095907363	0.006894896095907363	4.7539592173358594e-05	0.00475395921733586	HPV52	IgG3	igg_subclass_architecture
raw_log2_change	PC5	5	HPV52__IgG4	0.09769946383955644	0.09769946383955644	0.009545185234536796	0.9545185234536796	HPV52	IgG4	igg_subclass_architecture
raw_log2_change	PC5	5	HPV52__IgM	0.19896698100467905	0.19896698100467905	0.039587859530116315	3.9587859530116316	HPV52	IgM	binding_antibody_abundance
raw_log2_change	PC5	5	HPV58__FcgR2A	0.01381197557607286	0.01381197557607286	0.00019077066931403322	0.019077066931403323	HPV58	FcgR2A	fc_receptor_communication
raw_log2_change	PC5	5	HPV58__FcgR2B	0.029942998732550217	0.029942998732550217	0.0008965831730975039	0.0896583173097504	HPV58	FcgR2B	fc_receptor_communication
raw_log2_change	PC5	5	HPV58__FcgR3A	0.004434116304115938	0.004434116304115938	1.9661387398426787e-05	0.0019661387398426785	HPV58	FcgR3A	fc_receptor_communication
raw_log2_change	PC5	5	HPV58__IgA1	0.15562540608780417	0.15562540608780417	0.024219267019993957	2.4219267019993955	HPV58	IgA1	binding_antibody_abundance
raw_log2_change	PC5	5	HPV58__IgA2	0.10330381274272403	0.10330381274272403	0.010671677727183792	1.0671677727183793	HPV58	IgA2	binding_antibody_abundance
raw_log2_change	PC5	5	HPV58__IgG	-0.07349128817328547	0.07349128817328547	0.005400969437368889	0.5400969437368889	HPV58	IgG	binding_antibody_abundance
raw_log2_change	PC5	5	HPV58__IgG1	-0.07556246500796723	0.07556246500796723	0.005709686118080272	0.5709686118080273	HPV58	IgG1	igg_subclass_architecture
raw_log2_change	PC5	5	HPV58__IgG2	0.10453599393529696	0.10453599393529696	0.010927774028040443	1.0927774028040442	HPV58	IgG2	igg_subclass_architecture
raw_log2_change	PC5	5	HPV58__IgG3	0.0029408805606497526	0.0029408805606497526	8.648778472007603e-06	0.0008648778472007603	HPV58	IgG3	igg_subclass_architecture
raw_log2_change	PC5	5	HPV58__IgG4	0.08337174813449162	0.08337174813449162	0.006950848387001107	0.6950848387001107	HPV58	IgG4	igg_subclass_architecture
raw_log2_change	PC5	5	HPV58__IgM	0.16678133043202553	0.16678133043202553	0.027816012180676485	2.7816012180676486	HPV58	IgM	binding_antibody_abundance
raw_log2_change	PC6	6	BPV__FcgR2A	0.0939583000314409	0.0939583000314409	0.008828162144798268	0.8828162144798267	BPV	FcgR2A	fc_receptor_communication
raw_log2_change	PC6	6	BPV__FcgR2B	-0.05945646530007476	0.05945646530007476	0.0035350712659789935	0.35350712659789935	BPV	FcgR2B	fc_receptor_communication
raw_log2_change	PC6	6	BPV__FcgR3A	-0.06527050629571335	0.06527050629571335	0.004260238992098756	0.4260238992098756	BPV	FcgR3A	fc_receptor_communication
raw_log2_change	PC6	6	BPV__IgA1	0.18437010550121097	0.18437010550121097	0.03399233580252766	3.399233580252766	BPV	IgA1	binding_antibody_abundance
raw_log2_change	PC6	6	BPV__IgA2	0.17461971195119858	0.17461971195119858	0.030492043801919562	3.049204380191956	BPV	IgA2	binding_antibody_abundance
raw_log2_change	PC6	6	BPV__IgG	0.13056860284087035	0.13056860284087035	0.017048160047816938	1.7048160047816938	BPV	IgG	binding_antibody_abundance
raw_log2_change	PC6	6	BPV__IgG1	0.07149816767009062	0.07149816767009062	0.005111987980180392	0.5111987980180391	BPV	IgG1	igg_subclass_architecture
raw_log2_change	PC6	6	BPV__IgG2	-0.1374739155018972	0.1374739155018972	0.01889907744342277	1.8899077443422772	BPV	IgG2	igg_subclass_architecture
raw_log2_change	PC6	6	BPV__IgG3	-0.031091345091770722	0.031091345091770722	0.0009666717396155754	0.09666717396155754	BPV	IgG3	igg_subclass_architecture
raw_log2_change	PC6	6	BPV__IgG4	-0.12952012861804854	0.12952012861804854	0.016775463717235838	1.6775463717235837	BPV	IgG4	igg_subclass_architecture
raw_log2_change	PC6	6	BPV__IgM	0.2057138409336411	0.2057138409336411	0.04231818435167139	4.231818435167138	BPV	IgM	binding_antibody_abundance
raw_log2_change	PC6	6	HPV16__ADCP	0.1220019529573603	0.1220019529573603	0.014884476525409956	1.4884476525409955	HPV16	ADCP	phagocytic_function
raw_log2_change	PC6	6	HPV16__FcgR2A	0.15751201468876092	0.15751201468876092	0.024810034771312436	2.4810034771312437	HPV16	FcgR2A	fc_receptor_communication
raw_log2_change	PC6	6	HPV16__FcgR2B	-0.025034474448196897	0.025034474448196897	0.0006267249108974233	0.06267249108974234	HPV16	FcgR2B	fc_receptor_communication
raw_log2_change	PC6	6	HPV16__FcgR3A	-0.042139051637737346	0.042139051637737346	0.0017756996729278946	0.17756996729278945	HPV16	FcgR3A	fc_receptor_communication
raw_log2_change	PC6	6	HPV16__IgA1	-0.007746041820128835	0.007746041820128835	6.000116387918484e-05	0.006000116387918484	HPV16	IgA1	binding_antibody_abundance
raw_log2_change	PC6	6	HPV16__IgA2	-0.027640570901881212	0.027640570901881212	0.0007640011597819223	0.07640011597819224	HPV16	IgA2	binding_antibody_abundance
raw_log2_change	PC6	6	HPV16__IgG	-0.004537887325211043	0.004537887325211043	2.0592421376311033e-05	0.0020592421376311033	HPV16	IgG	binding_antibody_abundance
raw_log2_change	PC6	6	HPV16__IgG1	-0.017183755967651544	0.017183755967651544	0.00029528146915580003	0.029528146915580002	HPV16	IgG1	igg_subclass_architecture
raw_log2_change	PC6	6	HPV16__IgG2	0.016006181985186163	0.016006181985186163	0.00025619786174289807	0.025619786174289807	HPV16	IgG2	igg_subclass_architecture
raw_log2_change	PC6	6	HPV16__IgG3	0.08526860930938353	0.08526860930938353	0.007270735733556287	0.7270735733556287	HPV16	IgG3	igg_subclass_architecture
raw_log2_change	PC6	6	HPV16__IgG4	0.09624566244481964	0.09624566244481964	0.009263227539442165	0.9263227539442165	HPV16	IgG4	igg_subclass_architecture
raw_log2_change	PC6	6	HPV16__IgM	0.07184803145134788	0.07184803145134788	0.0051621396234338745	0.5162139623433875	HPV16	IgM	binding_antibody_abundance
raw_log2_change	PC6	6	HPV16__nAb	0.03018561260892994	0.03018561260892994	0.0009111712085763901	0.09111712085763901	HPV16	nAb	neutralization
raw_log2_change	PC6	6	HPV18__ADCP	0.09282692717253277	0.09282692717253277	0.008616838408294702	0.8616838408294701	HPV18	ADCP	phagocytic_function
raw_log2_change	PC6	6	HPV18__FcgR2A	0.14891399689167045	0.14891399689167045	0.022175378470252437	2.217537847025244	HPV18	FcgR2A	fc_receptor_communication
raw_log2_change	PC6	6	HPV18__FcgR2B	-0.16650537201015833	0.16650537201015833	0.027724038908241218	2.7724038908241218	HPV18	FcgR2B	fc_receptor_communication
raw_log2_change	PC6	6	HPV18__FcgR3A	-0.06631392348660395	0.06631392348660395	0.004397536448187162	0.43975364481871626	HPV18	FcgR3A	fc_receptor_communication
raw_log2_change	PC6	6	HPV18__IgA1	0.01862060050040594	0.01862060050040594	0.00034672676299571793	0.03467267629957179	HPV18	IgA1	binding_antibody_abundance
raw_log2_change	PC6	6	HPV18__IgA2	-0.08326956715048013	0.08326956715048013	0.00693382081342832	0.693382081342832	HPV18	IgA2	binding_antibody_abundance
raw_log2_change	PC6	6	HPV18__IgG	0.08407942896429614	0.08407942896429614	0.007069350374962121	0.7069350374962121	HPV18	IgG	binding_antibody_abundance
raw_log2_change	PC6	6	HPV18__IgG1	0.04915638653293774	0.04915638653293774	0.0024163503369755827	0.24163503369755826	HPV18	IgG1	igg_subclass_architecture
raw_log2_change	PC6	6	HPV18__IgG2	0.07055086257252555	0.07055086257252555	0.004977424209727386	0.4977424209727386	HPV18	IgG2	igg_subclass_architecture
raw_log2_change	PC6	6	HPV18__IgG3	-0.17152131979978108	0.17152131979978108	0.029419563145858772	2.941956314585877	HPV18	IgG3	igg_subclass_architecture
raw_log2_change	PC6	6	HPV18__IgG4	0.1324033658651335	0.1324033658651335	0.017530651292416394	1.7530651292416395	HPV18	IgG4	igg_subclass_architecture
raw_log2_change	PC6	6	HPV18__IgM	0.2250060652407409	0.2250060652407409	0.05062772939512055	5.062772939512055	HPV18	IgM	binding_antibody_abundance
raw_log2_change	PC6	6	HPV18__nAb	0.02537912802920744	0.02537912802920744	0.0006441001395229027	0.06441001395229026	HPV18	nAb	neutralization
raw_log2_change	PC6	6	HPV31__FcgR2A	0.0875025885945822	0.0875025885945822	0.007656703010752706	0.7656703010752706	HPV31	FcgR2A	fc_receptor_communication
raw_log2_change	PC6	6	HPV31__FcgR2B	-0.10772115043150854	0.10772115043150854	0.011603846250287693	1.1603846250287693	HPV31	FcgR2B	fc_receptor_communication
raw_log2_change	PC6	6	HPV31__FcgR3A	-0.09359838440397582	0.09359838440397582	0.008760657563034424	0.8760657563034424	HPV31	FcgR3A	fc_receptor_communication
raw_log2_change	PC6	6	HPV31__IgA1	-0.0335954303017483	0.0335954303017483	0.001128652937159628	0.11286529371596281	HPV31	IgA1	binding_antibody_abundance
raw_log2_change	PC6	6	HPV31__IgA2	-0.05866025093694513	0.05866025093694513	0.003441025039985372	0.3441025039985372	HPV31	IgA2	binding_antibody_abundance
raw_log2_change	PC6	6	HPV31__IgG	0.08506491093077867	0.08506491093077867	0.0072360390716613085	0.7236039071661309	HPV31	IgG	binding_antibody_abundance
raw_log2_change	PC6	6	HPV31__IgG1	0.08237213737288131	0.08237213737288131	0.00678516901537683	0.678516901537683	HPV31	IgG1	igg_subclass_architecture
raw_log2_change	PC6	6	HPV31__IgG2	0.01735400706857854	0.01735400706857854	0.00030116156133627394	0.030116156133627395	HPV31	IgG2	igg_subclass_architecture
raw_log2_change	PC6	6	HPV31__IgG3	-0.08748659853980735	0.08748659853980735	0.007653904924065422	0.7653904924065422	HPV31	IgG3	igg_subclass_architecture
raw_log2_change	PC6	6	HPV31__IgG4	0.22200726706008894	0.22200726706008894	0.049287226627489654	4.9287226627489655	HPV31	IgG4	igg_subclass_architecture
raw_log2_change	PC6	6	HPV31__IgM	0.11586951517613762	0.11586951517613762	0.013425744547153187	1.3425744547153187	HPV31	IgM	binding_antibody_abundance
raw_log2_change	PC6	6	HPV33__FcgR2A	-0.02233330537035857	0.02233330537035857	0.000498776528765687	0.0498776528765687	HPV33	FcgR2A	fc_receptor_communication
raw_log2_change	PC6	6	HPV33__FcgR2B	-0.1258156182814213	0.1258156182814213	0.015829569803536312	1.5829569803536312	HPV33	FcgR2B	fc_receptor_communication
raw_log2_change	PC6	6	HPV33__FcgR3A	-0.05663991433568701	0.05663991433568701	0.0032080798959539633	0.32080798959539636	HPV33	FcgR3A	fc_receptor_communication
raw_log2_change	PC6	6	HPV33__IgA1	-0.03020528691101605	0.03020528691101605	0.0009123593573767974	0.09123593573767974	HPV33	IgA1	binding_antibody_abundance
raw_log2_change	PC6	6	HPV33__IgA2	-0.0579971033528453	0.0579971033528453	0.00336366399732062	0.336366399732062	HPV33	IgA2	binding_antibody_abundance
raw_log2_change	PC6	6	HPV33__IgG	0.04646992691175604	0.04646992691175604	0.0021594541071839482	0.21594541071839482	HPV33	IgG	binding_antibody_abundance
raw_log2_change	PC6	6	HPV33__IgG1	0.059241949624614536	0.059241949624614536	0.0035096085953253663	0.35096085953253664	HPV33	IgG1	igg_subclass_architecture
raw_log2_change	PC6	6	HPV33__IgG2	-0.037609221061555294	0.037609221061555294	0.0014144535088569342	0.14144535088569343	HPV33	IgG2	igg_subclass_architecture
raw_log2_change	PC6	6	HPV33__IgG3	-0.14299208581137063	0.14299208581137063	0.02044673660468638	2.044673660468638	HPV33	IgG3	igg_subclass_architecture
raw_log2_change	PC6	6	HPV33__IgG4	0.13723352874156153	0.13723352874156153	0.018833041410860993	1.8833041410860993	HPV33	IgG4	igg_subclass_architecture
raw_log2_change	PC6	6	HPV33__IgM	0.05043842199461498	0.05043842199461498	0.00254403441330686	0.254403441330686	HPV33	IgM	binding_antibody_abundance
raw_log2_change	PC6	6	HPV45__FcgR2A	0.05547419233167606	0.05547419233167606	0.003077386014851787	0.3077386014851787	HPV45	FcgR2A	fc_receptor_communication
raw_log2_change	PC6	6	HPV45__FcgR2B	-0.15590218627723684	0.15590218627723684	0.024305491686022255	2.4305491686022256	HPV45	FcgR2B	fc_receptor_communication
raw_log2_change	PC6	6	HPV45__FcgR3A	-0.1360936950802458	0.1360936950802458	0.01852149384059492	1.852149384059492	HPV45	FcgR3A	fc_receptor_communication
raw_log2_change	PC6	6	HPV45__IgA1	-0.14597233662791398	0.14597233662791398	0.02130792306061304	2.130792306061304	HPV45	IgA1	binding_antibody_abundance
raw_log2_change	PC6	6	HPV45__IgA2	0.02732347980877099	0.02732347980877099	0.000746572548860316	0.0746572548860316	HPV45	IgA2	binding_antibody_abundance
raw_log2_change	PC6	6	HPV45__IgG	0.023243804325854937	0.023243804325854937	0.0005402744395386327	0.05402744395386327	HPV45	IgG	binding_antibody_abundance
raw_log2_change	PC6	6	HPV45__IgG1	-0.007852978588639276	0.007852978588639276	6.166927271362692e-05	0.006166927271362692	HPV45	IgG1	igg_subclass_architecture
raw_log2_change	PC6	6	HPV45__IgG2	0.027870290905800513	0.027870290905800513	0.0007767531151739468	0.07767531151739468	HPV45	IgG2	igg_subclass_architecture
raw_log2_change	PC6	6	HPV45__IgG3	-0.16701293566207315	0.16701293566207315	0.027893320678463784	2.789332067846378	HPV45	IgG3	igg_subclass_architecture
raw_log2_change	PC6	6	HPV45__IgG4	0.18441447085385132	0.18441447085385132	0.03400869706030598	3.400869706030598	HPV45	IgG4	igg_subclass_architecture
raw_log2_change	PC6	6	HPV45__IgM	0.02173516382256	0.02173516382256	0.00047241734639352106	0.047241734639352106	HPV45	IgM	binding_antibody_abundance
raw_log2_change	PC6	6	HPV52__FcgR2A	0.07232848343085947	0.07232848343085947	0.005231409515408113	0.5231409515408113	HPV52	FcgR2A	fc_receptor_communication
raw_log2_change	PC6	6	HPV52__FcgR2B	-0.1043206969878975	0.1043206969878975	0.010882807820040728	1.0882807820040727	HPV52	FcgR2B	fc_receptor_communication
raw_log2_change	PC6	6	HPV52__FcgR3A	-0.13657945400123825	0.13657945400123825	0.018653947255276356	1.8653947255276355	HPV52	FcgR3A	fc_receptor_communication
raw_log2_change	PC6	6	HPV52__IgA1	0.03383623029086367	0.03383623029086367	0.00114489048029636	0.114489048029636	HPV52	IgA1	binding_antibody_abundance
raw_log2_change	PC6	6	HPV52__IgA2	0.0002952248310359706	0.0002952248310359706	8.715770086021737e-08	8.715770086021737e-06	HPV52	IgA2	binding_antibody_abundance
raw_log2_change	PC6	6	HPV52__IgG	0.01080315982625278	0.01080315982625278	0.00011670826223156198	0.011670826223156199	HPV52	IgG	binding_antibody_abundance
raw_log2_change	PC6	6	HPV52__IgG1	0.027957664434538117	0.027957664434538117	0.0007816310006342375	0.07816310006342375	HPV52	IgG1	igg_subclass_architecture
raw_log2_change	PC6	6	HPV52__IgG2	-0.08026014589641385	0.08026014589641385	0.006441691019313637	0.6441691019313637	HPV52	IgG2	igg_subclass_architecture
raw_log2_change	PC6	6	HPV52__IgG3	-0.06267291536402808	0.06267291536402808	0.003927894320226627	0.3927894320226627	HPV52	IgG3	igg_subclass_architecture
raw_log2_change	PC6	6	HPV52__IgG4	0.20907736225806206	0.20907736225806206	0.043713343408788914	4.371334340878891	HPV52	IgG4	igg_subclass_architecture
raw_log2_change	PC6	6	HPV52__IgM	0.15590505376699312	0.15590505376699312	0.02430638579008902	2.430638579008902	HPV52	IgM	binding_antibody_abundance
raw_log2_change	PC6	6	HPV58__FcgR2A	0.05754072199425722	0.05754072199425722	0.0033109346876203966	0.33109346876203966	HPV58	FcgR2A	fc_receptor_communication
