matrix_type	variable_id	antigen_target	feature	antigen_class	assay_family	outcome_family	maximum_paired_floor_severity	available_participants	missing_participants	mean	standard_deviation	variance	evaluated_trajectories	raw_fdr_significant_trajectories	claim_ready_trajectories	qualified_trajectories	primary_claim_ready	recall_claim_ready_doses
raw_log2_change	HPV31__FcgR3A	HPV31	FcgR3A	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	80	0	3.7819667633767393	3.2542200236848875	10.58994796255167	4	4	4	0	yes	1,2,3
raw_log2_change	HPV31__IgA1	HPV31	IgA1	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	low	80	0	3.134679180351372	2.5475373997011017	6.48994680287585	4	4	3	1	no	1,2,3
raw_log2_change	HPV31__IgA2	HPV31	IgA2	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	high	80	0	4.264245357562426	4.72485653192742	22.324269247297206	4	4	0	4	no	
raw_log2_change	HPV31__IgG	HPV31	IgG	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	3.362847860411415	2.3975310030263635	5.7481549104726	4	4	4	0	yes	1,2,3
raw_log2_change	HPV31__IgG1	HPV31	IgG1	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	3.12900530153081	2.2913993445686933	5.250510956289837	4	4	4	0	yes	1,2,3
raw_log2_change	HPV31__IgG2	HPV31	IgG2	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	high	80	0	2.2406507616818594	3.394206811355909	11.52063987825485	4	2	2	0	no	1,2
raw_log2_change	HPV31__IgG3	HPV31	IgG3	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	4.949439074402489	4.354438931867142	18.961138411360256	4	3	3	0	no	1,2,3
raw_log2_change	HPV31__IgG4	HPV31	IgG4	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	high	80	0	1.4263876008252883	2.0414411034746727	4.16748177895589	4	3	3	0	no	1,2,3
raw_log2_change	HPV31__IgM	HPV31	IgM	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	1.4109446529782206	1.5976998013313743	2.5526446551743134	4	4	3	1	yes	1,3
raw_log2_change	HPV33__FcgR2A	HPV33	FcgR2A	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	80	0	2.1574729166090245	4.046140332531476	16.371251590537927	4	3	1	2	no	3
raw_log2_change	HPV33__FcgR2B	HPV33	FcgR2B	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	none	80	0	1.4056436315714724	1.670453397922535	2.7904145546309436	4	4	0	4	no	
raw_log2_change	HPV33__FcgR3A	HPV33	FcgR3A	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	high	80	0	2.617763185534033	2.6507216593862424	7.0263253155393555	4	3	3	0	no	1,2,3
raw_log2_change	HPV33__IgA1	HPV33	IgA1	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	1.2462830117406871	2.294740785188044	5.2658352712054395	4	3	0	3	no	
raw_log2_change	HPV33__IgA2	HPV33	IgA2	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	high	80	0	1.6566221476330392	2.954872941258051	8.731274098979005	4	1	1	0	yes	
raw_log2_change	HPV33__IgG	HPV33	IgG	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	1.4523582258066754	1.467715856569096	2.154189835624355	4	3	2	1	no	1,2
raw_log2_change	HPV33__IgG1	HPV33	IgG1	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	1.3500736442147308	1.1838743365999074	1.4015584448598706	4	3	3	0	no	1,2,3
raw_log2_change	HPV33__IgG2	HPV33	IgG2	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	high	80	0	0.626367285013777	2.7507413743897886	7.566578108779824	4	1	0	1	no	
raw_log2_change	HPV33__IgG3	HPV33	IgG3	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	1.4791059444509922	2.5515291577474266	6.510301042835293	4	2	1	1	no	2
raw_log2_change	HPV33__IgG4	HPV33	IgG4	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	0.11422096746675477	2.108373884967887	4.44524043881458	4	0	0	0	no	
raw_log2_change	HPV33__IgM	HPV33	IgM	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	0.14731783004604046	0.49711639765099863	0.24712471281350581	4	0	0	0	no	
raw_log2_change	HPV45__FcgR2A	HPV45	FcgR2A	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	80	0	1.8619230391077177	5.156484171588945	26.58932901184733	4	3	2	1	no	2,3
raw_log2_change	HPV45__FcgR2B	HPV45	FcgR2B	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	80	0	3.479293742378217	2.9616617708016264	8.771440444627824	4	3	2	1	no	1,3
raw_log2_change	HPV45__FcgR3A	HPV45	FcgR3A	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	high	80	0	4.37621321377331	3.359114535793516	11.283650464579289	4	4	3	1	no	1,2,3
raw_log2_change	HPV45__IgA1	HPV45	IgA1	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	1.6977773927066102	2.466048627857549	6.0813958349581	4	4	0	4	no	
raw_log2_change	HPV45__IgA2	HPV45	IgA2	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	high	80	0	-0.22689307580160262	5.670710257914261	32.15695482921402	4	0	0	0	no	
raw_log2_change	HPV45__IgG	HPV45	IgG	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	3.271558346623672	2.1756518185940243	4.733460835751485	4	4	4	0	yes	1,2,3
raw_log2_change	HPV45__IgG1	HPV45	IgG1	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	3.250753164116946	2.0549964654013686	4.223010472812118	4	4	4	0	yes	1,2,3
raw_log2_change	HPV45__IgG2	HPV45	IgG2	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	high	80	0	1.3422736157834272	3.126384359364129	9.774279162476654	4	2	1	1	no	2
raw_log2_change	HPV45__IgG3	HPV45	IgG3	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	low	80	0	1.8567703319777897	2.9960580944908104	8.976364105563906	4	2	0	2	no	
raw_log2_change	HPV45__IgG4	HPV45	IgG4	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	0.813972068407107	2.1560253504606117	4.648445311828804	4	1	0	1	no	
raw_log2_change	HPV45__IgM	HPV45	IgM	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	0.5675878050751499	1.2781925781814774	1.6337762669182123	4	2	1	1	yes	
raw_log2_change	HPV52__FcgR2A	HPV52	FcgR2A	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	high	80	0	2.542977668000317	5.102160274311103	26.03203946475835	4	3	3	0	no	1,2,3
raw_log2_change	HPV52__FcgR2B	HPV52	FcgR2B	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	high	80	0	3.4006353275577808	3.984582483547917	15.876897568196886	4	3	2	1	no	1,3
raw_log2_change	HPV52__FcgR3A	HPV52	FcgR3A	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	80	0	3.749526593726543	3.5796453948035296	12.813861152538117	4	3	3	0	no	1,2,3
raw_log2_change	HPV52__IgA1	HPV52	IgA1	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	moderate	80	0	1.1802073206350259	2.520485571159514	6.352847514423303	4	3	0	3	no	
raw_log2_change	HPV52__IgA2	HPV52	IgA2	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	high	80	0	0.9803672319595206	3.616841518102038	13.081542567066657	4	1	1	0	yes	
raw_log2_change	HPV52__IgG	HPV52	IgG	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	2.9533225447684006	2.3836877468551236	5.681967274507256	4	3	3	0	no	1,2,3
raw_log2_change	HPV52__IgG1	HPV52	IgG1	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	2.7251863298391314	2.256127702529946	5.090112210123053	4	3	3	0	no	1,2,3
raw_log2_change	HPV52__IgG2	HPV52	IgG2	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	high	80	0	1.7557257003273279	3.1112918671033327	9.680137082303343	4	2	2	0	no	1,2
raw_log2_change	HPV52__IgG3	HPV52	IgG3	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	low	80	0	3.4235270544672174	4.314870512343967	18.61810753829549	4	3	3	0	no	1,2,3
raw_log2_change	HPV52__IgG4	HPV52	IgG4	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	0.9831777002515547	2.0970748197743387	4.397722799731575	4	2	1	1	no	2
raw_log2_change	HPV52__IgM	HPV52	IgM	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	0.17024006534145508	1.0628922930286768	1.1297400265797588	4	0	0	0	no	
raw_log2_change	HPV58__FcgR2A	HPV58	FcgR2A	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	80	0	2.680934711297315	4.506554628711003	20.309034621556563	4	3	3	0	no	1,2,3
raw_log2_change	HPV58__FcgR2B	HPV58	FcgR2B	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	low	80	0	2.7195552018605413	2.6545616196523913	7.046697392531528	4	3	2	1	no	1,3
raw_log2_change	HPV58__FcgR3A	HPV58	FcgR3A	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	high	80	0	4.126323755096165	3.3848561281279785	11.457251008125532	4	3	3	0	no	1,2,3
raw_log2_change	HPV58__IgA1	HPV58	IgA1	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	1.0081762493459738	1.3017900714210877	1.6946573900505204	4	4	0	4	no	
raw_log2_change	HPV58__IgA2	HPV58	IgA2	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	high	80	0	1.7724304590596023	3.944431227603794	15.55853770929597	4	2	0	2	no	
raw_log2_change	HPV58__IgG	HPV58	IgG	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	2.7175287866449866	1.9668887892710099	3.868651509359979	4	4	4	0	yes	1,2,3
raw_log2_change	HPV58__IgG1	HPV58	IgG1	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	2.646873478179338	1.8594542340187667	3.4575700484103185	4	4	3	1	no	1,2,3
raw_log2_change	HPV58__IgG2	HPV58	IgG2	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	1.1428746161907335	2.723133623001884	7.415456728723369	4	2	1	1	no	1
raw_log2_change	HPV58__IgG3	HPV58	IgG3	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	low	80	0	3.136224895624083	3.716913984657391	13.815449569341684	4	3	2	1	no	1,2
raw_log2_change	HPV58__IgG4	HPV58	IgG4	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture	none	80	0	0.958247606403636	2.005253043353206	4.021039767877294	4	2	2	0	no	2,3
raw_log2_change	HPV58__IgM	HPV58	IgM	cross_reactive_non_booster_target	antibody_isotype_or_subclass	Antibody abundance	none	80	0	0.10319119496693722	0.6961204508734267	0.4845836821242228	4	0	0	0	no	
